idx,m1,m2,M_total,q,G,r0,v_perp,alpha,omega,dt,n_steps,E0,L0,mu,epsilon,h,e,p,a,r_min,r_max,T_orb,T_norm,r_ratio,orbit_class,orbit_name,dE_max,dE_slope,dL_max,MEGNO,residual_max,residual_mean,e_inst_std,traj_r_mean,traj_r_std,traj_r_min_num,traj_r_max_num,traj_vr_max,traj_vt_mean
1374,38.43463665,46.32308526,84.75772191,0.829708048,1,6.8489417,3.499988051,0.99492114,5.489359708,0.062953973,3000,-131.2940029,503.5365644,21.0058849,-6.250343822,23.97121411,0.010131926,6.77954873,6.780244762,6.711547824,6.8489417,12.04920209,6.188889407,0.979939401,1,elliptical,1.06E-05,-1.57E-09,1.47E-15,1.994173471,0.018900052,0.011894792,0.000190786,6.781746572,0.047399438,6.715129048,6.84894162,0.034900387,3.534839418
1375,0.116559281,94.9281942,95.04475348,0.001227868,1,1.026959692,5.429604227,0.564391935,4.432493313,0.000293398,3000,-9.058278653,0.649135712,0.116416337,-77.80934259,5.575984683,0.681461744,0.327125949,0.610754122,0.194548553,1.026959692,0.307620593,2.881704084,0.189441275,1,elliptical,0.000686556,-6.10E-06,3.42E-15,0.699697309,3.313116535,2.147443058,4.10E-05,0.740174697,0.257649717,0.194582193,1.026959684,11.61597904,9.303759442
1376,0.307734687,246.3046964,246.6124311,0.001249406,1,3.835535622,9.070799394,1.13123046,4.298653398,0.015944478,3000,-7.117331314,10.69315255,0.307350681,-23.15703772,34.7913742,0.279682353,4.908267249,5.324783637,3.835535622,6.814031652,4.916152369,10.2776491,0.562887849,1,elliptical,0.000194841,1.14E-07,2.66E-15,1.878993129,0.666935283,0.426723946,9.59E-05,5.55808943,1.032342721,3.83553954,6.817068282,1.984434971,6.503906295
1377,226.1556042,661.885482,888.0410862,0.341683887,1,7.022564634,15.05676578,1.338945924,2.462540589,0.02081641,3000,-2208.534198,17823.15524,168.5610198,-13.10228308,105.7371109,0.792776187,12.58988665,33.88879177,7.022564634,60.75501891,41.59560703,66.60707752,0.115588222,1,elliptical,0.001223381,1.25E-07,1.43E-15,0.928072336,7.555618848,5.299762048,2.80E-05,44.59253458,15.74615111,7.022886123,60.83450173,6.660588782,3.115370753
1378,19.7097764,20.71054382,40.42032022,0.951678361,1,15.21041469,3.585439074,2.199444459,3.050495517,0.1,3000,38.07558462,550.7529756,10.09888555,3.770275881,54.53601517,3.83755593,73.58123179,,15.21041469,,,,,3,hyperbolic,3.39E-05,9.91E-10,1.34E-14,1.843873336,,,3.69E-06,426.4190259,240.9303774,15.21376664,842.3510745,2.84431086,0.291463516
1379,17.97277878,93.7181209,111.6908997,0.191774852,1,11.91046324,1.120618783,0.365942904,0.145911617,0.002492329,3000,-131.9507182,201.2832159,15.08068302,-8.749651323,13.34708883,0.866085791,1.594980259,6.382591463,0.854719685,11.91046324,9.586642766,2.464804392,0.071762086,1,elliptical,0.001887941,-2.84E-06,4.94E-15,-0.587510586,12.92996024,8.454308993,2.27E-05,8.038160492,3.115101094,0.854865849,11.91046112,7.247681902,2.350021476
1380,10.55113595,673.7184943,684.2696303,0.015661045,1,14.27841543,6.200675805,0.895705827,2.905557965,0.037692352,3000,-298.1396541,919.7492911,10.38844208,-28.69916891,88.53582507,0.197711072,11.45541461,11.92141892,9.564422407,14.27841543,9.886854882,4.793489408,0.669851809,1,elliptical,0.000146772,2.56E-08,2.60E-15,2.505338583,0.06321852,0.039174912,0.000115264,12.16853253,1.643433151,9.567275073,14.27841503,1.527431002,7.416620497
1381,1.576111378,130.6574022,132.2335136,0.012062932,1,1.142285973,4.223893214,0.392581277,0.697013428,8.54E-05,3000,-166.3870548,7.513930252,1.557325467,-106.8415424,4.824893969,0.845879941,0.176049181,0.618830048,0.095374123,1.142285973,0.265990539,2.505386268,0.083494086,1,elliptical,0.001615907,-9.90E-06,9.57E-15,0.175047417,10.85710399,7.627025492,2.27E-05,0.82865647,0.29624482,0.095392395,1.14228566,23.1830526,7.933853344
1382,1.360867886,162.5719528,163.9328207,0.008370865,1,1.21689587,11.39471273,0.981741463,1.663842368,0.003135178,3000,-94.19219801,18.71339024,1.349570811,-69.79418734,13.86617886,0.0361837,1.172864075,1.174401672,1.131907475,1.21689587,0.624556747,5.95696069,0.930159682,1,elliptical,3.60E-05,4.33E-08,6.64E-15,1.549645762,0.051320917,0.032310491,0.000176708,1.17559175,0.029893101,1.132454744,1.216895868,0.425140049,11.8027056
1383,0.112916289,60.97760197,61.09051826,0.001851767,1,5.70227036,4.408877273,1.346991972,5.778268992,0.058071567,3000,-0.112061558,2.833537362,0.112707581,-0.994268148,25.1406102,0.814387373,10.34612734,30.72134934,5.70227036,55.74042833,136.8842226,78.57214182,0.10230044,1,elliptical,0.001391636,-2.90E-08,6.58E-15,1.175069255,4.228442507,2.698754797,2.78E-05,38.78091126,14.66388417,5.702366941,55.82198989,1.9796204,0.878617586
1384,53.97373485,664.5871826,718.5609174,0.081213927,1,19.69809901,8.185965725,1.355346329,0.209114271,0.1,3000,-148.4446355,8049.429073,49.9195705,-2.973676136,161.2479633,0.836963671,36.18469227,120.8203053,19.69809901,221.9425117,311.2848365,95.44502319,0.088753159,1,elliptical,0.001366449,1.04E-07,8.47E-15,4.564534704,2.371189197,1.565454918,1.39E-05,168.4054802,52.84880198,19.70584948,222.2559504,3.730802471,1.188509625
1385,18.04079811,663.3570874,681.3978855,0.027196209,1,10.5899543,16.60157527,2.06964544,1.225726297,0.044006769,3000,1290.230096,3087.775543,17.56314709,73.46235215,175.8099233,3.283432246,45.36135172,,10.5899543,,,,,3,hyperbolic,0.000353812,6.45E-09,2.25E-14,2.080867012,,,1.84E-05,816.6579734,465.4129798,10.60925579,1620.799826,12.7276112,0.586429756
1386,3.019338254,49.13498383,52.15432209,0.061449868,1,7.567013063,0.924284557,0.352064946,2.180696747,0.001631631,3000,-18.39045947,19.89493217,2.844541553,-6.465175189,6.994073317,0.876050274,0.9379292,4.033480963,0.499948862,7.567013063,7.047818855,2.445193091,0.066069512,1,elliptical,0.00205449,-7.28E-06,3.04E-15,-0.779868557,11.49526394,6.644525719,2.26E-05,4.99272845,2.061779775,0.50003742,7.567012001,6.532737103,2.048523321
1387,20.61909808,192.152909,212.772007,0.107305678,1,9.214580534,6.186796057,1.287497339,0.79505296,0.063919719,3000,-73.60073643,1061.557463,18.62096303,-3.952574113,57.00873051,0.657649397,15.27454386,26.91562523,9.214580534,44.61666993,60.14912752,31.36701721,0.206527752,1,elliptical,0.000653092,-5.37E-08,3.86E-15,2.226720541,2.097824417,1.354607329,4.45E-05,32.02499195,11.28679149,9.21462033,44.65192146,2.455571833,2.183633962
1388,0.11572163,11.39255131,11.50827294,0.010157657,1,4.047672286,2.601684614,1.542951388,2.265826517,0.080016893,3000,0.061998605,1.206383457,0.114557989,0.541198438,10.53076671,1.380698986,9.636289308,,4.047672286,,,,,3,hyperbolic,0.001008968,4.03E-08,9.76E-15,2.007289883,,,1.52E-05,145.944017,78.23186194,4.050776508,278.636237,1.509200743,0.154419095
1389,0.030751228,25.95244475,25.98319598,0.001184907,1,1.321588281,5.421051251,1.222602609,1.673212987,0.009935203,3000,-0.15255089,0.220053286,0.030714834,-4.966684587,7.164397802,0.494757138,1.975453517,2.615748546,1.321588281,3.909908812,5.214678917,17.49563014,0.338010001,1,elliptical,0.000371393,2.26E-07,2.27E-15,1.122911932,1.600502813,1.051179468,6.06E-05,2.96751283,0.855625496,1.321596614,3.912063371,1.795347302,2.706825391
1390,6.241701471,64.38936786,70.63106933,0.096936834,1,5.064323991,0.967053596,0.258948497,0.826326372,0.000292061,3000,-76.6982272,27.86720418,5.690119319,-13.47919488,4.897472728,0.932945676,0.339584822,2.62000327,0.175682548,5.064323991,3.170550884,2.338031701,0.034690227,1,elliptical,1.04E-08,9.66E-09,4.21E-15,0.559172892,27.64223817,25.64167688,1.88E-10,4.721653626,0.312101121,4.006011336,5.064323881,2.609515201,1.042023367
1391,3.752911561,154.7017518,158.4546634,0.024259011,1,3.193447584,8.010798064,1.137242726,3.497467072,0.01511179,3000,-64.23858244,93.73334445,3.664025915,-17.5322402,25.58206373,0.293321018,4.130152881,4.518950847,3.193447584,5.844454109,4.794946678,10.57661282,0.546406478,1,elliptical,0.000203142,-1.80E-08,5.00E-15,1.265431617,0.820307466,0.527677597,9.39E-05,4.709756512,0.916507646,3.193448535,5.847071005,1.818532827,5.665270016
1392,2.948977233,106.7975704,109.7465476,0.027612775,1,8.558035437,7.900518595,2.206211816,4.588549082,0.079660758,3000,52.76094197,194.031216,2.869735864,18.38529554,67.6129181,3.867370575,41.65512987,,8.558035437,,,,,3,hyperbolic,0.000327117,2.39E-09,5.95E-14,1.947432336,,,1.96E-05,735.8168923,420.5869202,8.576404319,1462.947798,6.278193412,0.257010878
1393,0.550506627,24.74475408,25.29526071,0.022247407,1,11.35958864,1.506691111,1.009685102,2.397224762,0.1,3000,-0.587917833,9.21708015,0.538525823,-1.091717068,17.11539122,0.019464006,11.58069174,11.58508072,11.35958864,11.8105728,49.2616421,6.471196051,0.961815217,1,elliptical,3.18E-06,-4.66E-10,2.12E-15,1.923735564,0.037066415,0.023757014,2.90E-05,11.58459656,0.16071576,11.35958892,11.81155456,0.028830087,1.477711033
1394,1.619071153,52.031393,53.65046415,0.031117198,1,4.14354474,3.623201711,1.006912627,2.724790032,0.038383984,3000,-10.02448782,23.57341218,1.570210599,-6.384167721,15.01289839,0.013873039,4.201028299,4.201836989,4.14354474,4.260129239,7.388425975,6.416240281,0.972633577,1,elliptical,1.51E-05,2.09E-09,6.48E-15,1.964625661,0.028072789,0.017730756,0.000188634,4.203731144,0.042118662,4.143544746,4.262432048,0.050569106,3.571685622
1395,0.982116083,19.46115912,20.4432752,0.050465446,1,6.379978387,2.500229189,1.396735551,5.348381216,0.1,3000,-0.073591446,14.91351722,0.93493421,-0.078712967,15.95140819,0.950870198,12.4465097,129.8596404,6.379978387,253.3393025,2056.439442,576.9821148,0.025183532,1,elliptical,0.004161237,2.68E-07,1.24E-14,2.284459932,22.35300583,13.42215438,1.20E-05,101.2706573,42.65293895,6.382366264,162.1998737,1.218892235,0.245375475
1396,6.105922718,548.9483173,555.05424,0.011122946,1,13.14510558,4.048219089,0.622986069,6.022293719,0.007966906,3000,-205.5055926,321.3478688,6.038753981,-34.03112517,53.21426735,0.611888357,5.101768522,8.1550968,3.165088016,13.14510558,6.21091859,3.070276092,0.240780722,1,elliptical,0.000530396,-2.15E-07,6.19E-15,0.772163849,3.140870391,2.089480855,4.86E-05,9.55669851,3.178391287,3.165622087,13.14510377,6.382423783,6.619036452
1397,2.98770685,33.62297561,36.61068246,0.088859085,1,1.323829631,9.83855191,1.870868737,4.613039392,0.008391179,3000,56.91761226,35.73794555,2.743887516,20.7434204,13.02456655,2.500149832,4.63360206,,1.323829631,,,,,3,hyperbolic,0.000422149,6.50E-08,6.22E-14,1.843999636,,,1.68E-05,83.89529379,47.44681906,1.325667322,165.7322754,7.028779963,0.401349711
1398,0.178518254,149.3122443,149.4907626,0.001195604,1,8.031380345,4.90898202,1.137835186,3.116405589,0.062052153,3000,-1.170444682,7.029838244,0.178305072,-6.564281481,39.42590171,0.29466891,10.39797844,11.38668132,8.031380345,14.74198229,19.74551379,10.60694525,0.544796499,1,elliptical,0.000203972,-7.91E-09,2.53E-15,1.489915628,0.836308907,0.537743553,9.37E-05,11.86409583,2.318210628,8.031391914,14.74858692,1.11833956,3.467238611
1399,0.388350002,19.18388163,19.57223163,0.020243557,1,16.91006014,2.311429742,2.148488829,1.431272081,0.1,3000,0.57626613,14.87802556,0.380644405,1.513922501,39.08641594,3.616004246,78.0569094,,16.91006014,,,,,3,hyperbolic,1.23E-05,7.80E-10,9.07E-15,1.732868685,,,1.66E-06,275.5916963,153.7634129,16.91129761,540.9211701,1.810696188,0.287611332
1400,1.57061513,11.00957162,12.58018675,0.142659059,1,2.042743946,0.387027371,0.155957082,2.836965359,3.75E-05,3000,-8.362041127,1.086697634,1.374526476,-6.083579527,0.790597819,0.975677388,0.049684867,1.033946108,0.02514827,2.042743946,1.862443808,2.262589796,0.012311024,1,elliptical,9.53E-12,8.42E-11,2.25E-15,0.086468755,52.69503089,51.11037674,6.96E-14,2.036531644,0.005559718,2.024093867,2.042743944,0.332739812,0.38821087
1401,0.545367042,48.56395119,49.10931823,0.011229874,1,4.778318532,6.172245663,1.925301722,6.109464865,0.049683186,3000,4.730173441,15.90586522,0.539310651,8.770776969,29.49295583,2.706786721,17.71220768,,4.778318532,,,,,3,hyperbolic,0.000398009,9.05E-09,5.24E-14,1.972471653,,,1.72E-05,321.4013376,182.2591727,4.785499368,635.9641759,4.50781272,0.241185277
1402,15.96321019,658.3354725,674.2986827,0.024247835,1,1.38012067,7.858383582,0.355521278,1.44609329,3.65E-05,3000,-7133.429632,169.0306499,15.58530039,-457.7024153,10.84551761,0.873604621,0.174440875,0.736612546,0.093104422,1.38012067,0.152972153,2.44998229,0.067461073,1,elliptical,0.002010632,-0.000289425,2.69E-15,0.112466368,13.14029461,8.197714251,2.26E-05,0.914004372,0.371252207,0.093123987,1.380120464,54.31561447,17.18817472
1403,52.82141441,486.2652331,539.0866475,0.108626755,1,5.654531694,6.101067607,0.624848701,3.086486299,0.002306251,3000,-3655.652322,1643.717394,47.64580519,-76.72558596,34.49868015,0.609564101,2.207732166,3.513082636,1.371633578,5.654531694,1.781899185,3.076928841,0.242572445,1,elliptical,0.000526136,-5.62E-07,7.33E-15,0.561494154,0.127773771,0.079828999,4.87E-05,4.123104438,1.364084822,1.371865883,5.654531437,9.525359321,9.929411715
1404,0.054385264,17.6962676,17.75065286,0.003073262,1,2.479496319,2.731685587,1.020951895,1.075584667,0.03088992,3000,-0.185857267,0.367233902,0.054218636,-3.427922209,6.773204358,0.042342773,2.584485069,2.589127142,2.479496319,2.698757964,6.213020249,6.704474334,0.91875461,1,elliptical,4.20E-05,7.74E-09,6.65E-15,2.203892776,0.045739917,0.028800227,0.000172835,2.592793346,0.077770489,2.479496467,2.700146798,0.111696043,2.614676728
1405,7.065070638,13.84497513,20.91004576,0.510298543,1,19.85333898,2.004088954,1.952793324,3.063621326,0.1,3000,4.467238802,186.1248056,4.67792985,0.954960623,39.78785735,2.813401765,75.7087579,,19.85333898,,,,,3,hyperbolic,9.32E-06,1.07E-09,8.25E-15,1.780269868,,,1.10E-06,227.5863536,124.3995696,19.85408522,441.7019539,1.478555947,0.324004427
1406,0.45165724,351.7549708,352.206628,0.001284011,1,3.593914631,9.640255359,0.973808709,0.62723708,0.010361363,3000,-23.24566295,15.62816507,0.451078051,-51.53357143,34.64625478,0.051696599,3.408121469,3.417254211,3.240593792,3.593914631,2.114935063,5.825646986,0.90168914,1,elliptical,4.96E-05,-5.10E-08,6.37E-15,2.091801511,0.104092911,0.065854039,0.000169347,3.420673099,0.124515,3.242075609,3.593914609,0.523469028,10.14195257
1407,152.4847298,169.0786329,321.5633627,0.901856889,1,9.346126184,13.10087451,2.233483898,3.820868268,0.053112033,3000,4121.919323,9817.037442,80.17676342,51.41039807,122.4424262,3.988450323,46.62268618,,9.346126184,,,,,3,hyperbolic,0.000322932,3.33E-09,2.23E-13,2.033765067,,,1.98E-05,819.7293153,468.7683647,9.36681393,1630.232313,10.47600529,0.419733978
1408,5.009526953,203.0479588,208.0574857,0.024671644,1,2.402213237,4.718288674,0.506989089,3.26837514,0.000487269,3000,-369.0130531,55.41254073,4.888909518,-75.47962418,11.33433551,0.742962063,0.617459934,1.3782361,0.354258963,2.402213237,0.704812548,2.730536376,0.147471905,1,elliptical,0.000894994,2.14E-06,7.57E-15,0.424187714,0.649409006,0.404951473,3.29E-05,1.781165527,0.616220384,0.35432131,2.402213207,13.63836195,8.099295237
1409,0.927681745,18.67298351,19.60066526,0.049680424,1,2.085073838,5.999461288,1.956760032,1.844794125,0.022668642,3000,7.597200392,11.05542919,0.883775408,8.596302097,12.50931978,2.828909822,7.983559701,,2.085073838,,,,,3,hyperbolic,0.00038636,1.79E-08,1.92E-13,1.899864848,,,1.74E-05,144.8338978,82.23983312,2.088348525,286.8148849,4.433243376,0.228990326
1410,9.203149361,11.93429639,21.13744575,0.771151399,1,3.814942186,3.40672567,1.447287764,2.21343568,0.054023713,3000,1.36238122,67.53142399,5.196139283,0.262191051,12.99646147,1.09464187,7.990937635,,3.814942186,,,,,3,hyperbolic,0.003386749,2.77E-07,6.52E-15,2.096405485,,,1.52E-05,95.90500519,47.18888389,3.817262066,172.7349629,1.78080036,0.249213266
1411,34.07464155,451.7826516,485.8572931,0.075422643,1,3.481413402,16.43121518,1.390891069,1.542728077,0.009823308,3000,-144.6436258,1812.497431,31.68488387,-4.565067254,57.20385274,0.934577965,6.735065655,53.21469171,3.481413402,102.94797,110.6554557,375.4860431,0.033817213,1,elliptical,0.004355905,2.43E-06,3.64E-15,1.045671933,27.58794931,14.2931935,1.55E-05,57.59431164,22.9094751,3.483221054,88.06283893,7.940259482,1.501607287
1412,0.146267025,57.61269916,57.75896619,0.002538798,1,1.386965446,9.068873757,1.405324027,0.039973451,0.007164197,3000,-0.076142295,1.835119021,0.145896623,-0.521892104,12.57821454,0.974935621,2.739167465,55.33611808,1.386965446,109.2852707,340.3166494,1583.413853,0.012691239,1,elliptical,0.011727228,8.46E-06,6.90E-15,2.332200092,5.736624124,3.139132763,1.54E-05,26.39958052,11.4949209,1.38771668,43.44463664,4.478201559,0.770106043
1413,177.8344858,789.6310556,967.4655414,0.225212122,1,1.625571065,8.862227363,0.363268813,6.143129688,4.17E-05,3000,-80684.37436,2090.997659,145.1458752,-555.8847212,14.40618038,0.868035769,0.214517235,0.870203393,0.114835721,1.625571065,0.163980903,2.460946013,0.07064331,1,elliptical,0.001918952,-0.000189718,2.83E-15,0.233107195,13.15107407,8.554022952,2.26E-05,1.090778539,0.427523759,0.114852486,1.625570789,58.29429119,18.79072922
1414,0.332056857,236.6273237,236.9593805,0.00140329,1,11.86727997,10.08133736,2.256091915,6.266203595,0.088525538,3000,10.22934239,39.67096593,0.331591538,30.8492263,119.6380529,4.089950729,60.40387032,,11.86727997,,,,,3,hyperbolic,0.000319627,1.87E-09,5.64E-14,1.945213339,,,2.00E-05,1057.747799,605.0989218,11.894216,2104.039972,8.101761326,0.31901994
1415,5.344457415,360.5476002,365.8920576,0.014823167,1,1.218332149,17.36347814,1.001943162,4.980476376,0.002343424,3000,-787.7307279,111.4078202,5.266392794,-149.5769037,21.15448364,0.003890099,1.223071582,1.223090091,1.218332149,1.227848033,0.444315075,6.320027722,0.99224995,1,elliptical,4.57E-06,1.75E-08,7.40E-15,1.909882474,0.00527091,0.003147095,0.000193405,1.223485809,0.00359568,1.218332155,1.228524752,0.07208839,17.29048773
1416,1.464197314,657.2202032,658.6844005,0.002227864,1,2.494446866,22.98485774,1.414458662,2.266069446,0.005116835,3000,0.133731041,83.7624189,1.460942533,0.091537509,57.33450635,1.000693308,4.99062315,,2.494446866,,,,,2,parabolic,0.432207085,0.000421656,7.46E-15,2.048597209,,,1.53E-05,51.09334345,23.12678657,2.49583363,86.60918407,11.49964994,1.877806535
1417,162.9546988,213.3072723,376.261971,0.763943475,1,2.422889311,18.03252624,1.447032204,3.101609029,0.006480879,3000,673.5731178,4036.19714,92.38090738,7.29125895,43.69081506,1.0939022,5.073293257,,2.422889311,,,,,3,hyperbolic,0.003411678,2.33E-06,1.57E-14,2.118347318,,,1.52E-05,60.82821022,29.9164508,2.424361684,109.5236537,9.423118373,1.320113496
1418,0.41905628,31.64184717,32.06090345,0.013243736,1,5.923244861,4.213001069,1.810854407,2.958409487,0.084865348,3000,1.431794882,10.32071251,0.413578949,3.46196267,24.95463693,2.279193684,19.42346714,,5.923244861,,,,,3,hyperbolic,0.000456651,8.08E-09,6.52E-14,1.994334333,,,1.64E-05,349.1347662,196.701265,5.930741155,688.0901134,2.928716671,0.180949005
1419,41.49830465,135.5761582,177.0744629,0.306088513,1,2.062692091,12.26336507,1.323576026,2.154352687,0.007420828,3000,-338.4211047,803.7145029,31.77296503,-10.65122831,25.29554614,0.751853497,3.613534352,8.312396358,2.062692091,14.56210062,11.31595644,50.82970958,0.141647977,1,elliptical,0.000985066,1.17E-06,3.25E-15,4.857653367,5.835430603,4.097392044,2.84E-05,10.81806595,3.620804301,2.06269275,14.57796743,5.265069498,2.917705105
1420,1.892113707,445.6086115,447.5007252,0.004246134,1,5.030399678,4.278842751,0.453660222,5.654936511,0.000690676,3000,-150.3617364,40.55420405,1.884113509,-79.80503071,21.5242892,0.794192403,1.035294469,2.803712506,0.577025333,5.030399678,1.394386646,2.614425965,0.114707651,1,elliptical,0.001163254,1.23E-05,8.06E-15,7.737099305,7.626897437,5.408488415,2.31E-05,3.716000656,1.275044118,0.577160478,5.030399621,16.51189997,7.432682894
1421,2.031685904,930.4619742,932.4936601,0.002183524,1,8.279599951,15.00776535,1.414157443,5.341864415,0.026005777,3000,-0.018120379,251.9037849,2.027259334,-0.008938362,124.2582933,0.999841273,16.5578857,52162.44412,8.279599951,104316.6086,2451285.088,3141975.087,7.94E-05,1,elliptical,1.886649228,0.000362569,7.22E-15,2.19016315,31.82199223,18.0914487,1.53E-05,169.2048999,76.50268556,8.284198999,286.5803973,7.50539893,1.227572485
1422,6.716124987,261.7604953,268.4766202,0.025657519,1,12.87172119,10.78610059,2.361726171,5.701691064,0.093946465,3000,244.3240988,909.1122118,6.548116559,37.31211817,138.8356795,4.577750506,71.79524936,,12.87172119,,,,,3,hyperbolic,0.000306425,1.31E-09,2.12E-13,1.914801523,,,2.10E-05,1231.607624,705.5671931,12.90441694,2451.951429,8.853445743,0.323081149
1423,2.113908202,11.33757814,13.45148635,0.186451478,1,15.81011456,0.949222645,1.029083135,3.904047393,0.1,3000,-0.713223171,26.73863601,1.781706409,-0.400303421,15.00731876,0.059012099,16.74310261,16.80161302,15.81011456,17.79311148,117.9834788,6.883412713,0.888552549,1,elliptical,1.71E-06,5.03E-10,2.39E-15,2.015295528,0.116496327,0.074716877,5.09E-06,16.8473286,0.705331986,15.81011497,17.79338487,0.052901842,0.892354503
1424,0.709053058,514.5979498,515.3070028,0.001377878,1,2.557910837,20.00641457,1.409544991,5.817369208,0.006007224,3000,-0.940249102,36.23559584,0.708077413,-1.327890262,51.17462463,0.986817082,5.082100946,194.0322245,2.557910837,385.5065382,748.09653,4151.093922,0.006635194,1,elliptical,0.022496585,1.91E-05,7.84E-15,2.195396525,26.22628165,14.70276246,1.54E-05,50.42666179,22.383,2.559313175,84.22263186,9.939661557,1.667827512
1425,0.304520383,89.39798463,89.70250501,0.003406345,1,4.313506071,5.637467773,1.236223495,0.642851068,0.031529863,3000,-1.488664899,7.37996004,0.303486603,-4.905207953,24.31725146,0.52824853,6.592109313,9.143598586,4.313506071,13.9736911,18.34227965,19.3914362,0.308687665,1,elliptical,0.000413385,-1.11E-07,3.73E-15,2.403549158,0.897084147,0.565597742,5.91E-05,10.30080081,3.211658375,4.313516555,13.981857,1.949652245,2.701049446
1426,0.111391559,64.30728501,64.41867657,0.001732176,1,3.366900452,4.567153136,1.044130573,5.442442387,0.025657732,3000,-0.967818649,1.709922818,0.111198943,-8.703487865,15.37714996,0.090208654,3.67062401,3.70073915,3.366900452,4.034577847,5.57322634,7.240476797,0.834511213,1,elliptical,7.98E-05,3.42E-08,2.34E-15,2.063737323,0.083517441,0.052300891,0.000151425,3.720534071,0.235636392,3.3669005,4.036519594,0.379067918,4.149858189
1427,0.309215666,20.57481871,20.88403438,0.01502884,1,1.35485252,4.1188692,1.04909982,5.868753894,0.011502959,3000,-2.11165679,1.700016479,0.304637321,-6.931707462,5.580460315,0.100610433,1.491164818,1.506413426,1.35485252,1.657974333,2.54207837,7.366447534,0.817173398,1,elliptical,8.71E-05,3.33E-08,4.31E-15,1.687245027,0.048754222,0.030122643,0.000147971,1.515272026,0.107368842,1.354852575,1.65876229,0.377556783,3.701597411
1428,4.74060902,372.062888,376.8034971,0.012741419,1,2.082495414,6.550913881,0.487008403,3.581321013,0.000254679,3000,-746.526287,63.85891133,4.680966862,-159.481216,13.64224811,0.762822816,0.493920399,1.18134131,0.280187206,2.082495414,0.415609525,2.684521424,0.134543973,1,elliptical,0.000985578,-1.06E-05,4.23E-15,0.464522783,2.474246946,1.640365665,3.27E-05,1.480456742,0.537042883,0.280230513,2.082495387,21.06960161,11.97260981
1429,184.2446644,302.8462022,487.0908666,0.608377001,1,2.790448076,7.610631907,0.576040074,4.036548132,0.000624567,3000,-16678.44113,2432.773792,114.5531578,-145.5956471,21.23707316,0.668177834,0.925932526,1.672752161,0.555056246,2.790448076,0.615917118,2.916193578,0.198912945,1,elliptical,0.000651725,8.19E-07,3.74E-15,0.513411497,2.431283293,1.576961097,4.12E-05,2.056421396,0.697070805,0.555147198,2.790447902,15.32551015,12.62516755
1430,1.585640114,30.62916084,32.21480095,0.05176897,1,1.672690635,4.422498552,1.00773835,5.913938571,0.012704994,3000,-14.29202228,11.15238093,1.507593549,-9.480023506,7.397471913,0.015536581,1.698678529,1.699088664,1.672690635,1.725486693,2.451750124,6.432510351,0.969402223,1,elliptical,1.68E-05,4.10E-09,6.21E-15,1.944823571,0.00652821,0.003859898,0.000187582,1.699850081,0.01901831,1.672690636,1.726414354,0.068867439,4.352382824
1431,8.311537815,38.87699765,47.18853547,0.21379063,1,1.33123197,1.056004382,0.177367621,4.651824784,1.51E-05,3000,-238.9102448,9.626248393,6.847587723,-34.88969467,1.405786794,0.968540727,0.04187959,0.676253202,0.021274434,1.33123197,0.508657697,2.274904982,0.015981012,1,elliptical,4.69E-11,1.02E-09,3.69E-15,0.371027857,60.48432543,60.10687533,4.42E-13,1.322422416,0.007891334,1.304746918,1.331231967,1.180404886,1.063077146
1432,5.685849654,221.5006058,227.1864555,0.02566968,1,4.894716286,9.63406008,1.41410577,3.270585092,0.023948527,3000,-0.039222002,261.4115237,5.543548538,-0.007075252,47.15599078,0.999695128,9.787940312,16055.00852,4.894716286,32105.12232,848016.8095,1180332.576,0.000152459,1,elliptical,0.982151221,0.000205,4.57E-15,2.402456477,125.8085314,19.54054431,1.53E-05,99.9911299,45.20029085,4.897434744,169.3292085,4.817651002,0.788188735
1433,0.757673271,11.91185655,12.66952982,0.063606648,1,6.48136699,2.552977415,1.825996876,0.29640648,0.1,3000,0.928980876,11.78730467,0.712362293,1.304084852,16.54678354,2.334264591,21.61059246,,6.48136699,,,,,3,hyperbolic,0.000187136,4.65E-09,1.44E-13,2.024038655,,,8.71E-06,255.3897153,143.086263,6.484886248,501.6235481,1.787421352,0.15299205
1434,14.35461319,153.7975889,168.1522021,0.093334449,1,11.95670757,4.663146987,1.243465182,2.643538903,0.1,3000,-41.89464297,732.0304974,13.12920599,-3.190950237,55.75588486,0.546205659,18.4875289,26.3482959,11.95670757,40.73988423,65.53259817,20.55375877,0.293488992,1,elliptical,0.000388173,1.08E-08,2.02E-15,1.264867747,2.367997888,1.591228327,4.85E-05,30.46734115,9.404147,11.95672847,40.76169892,1.648025749,2.102498173
1435,0.060944897,42.02049258,42.08143747,0.001450361,1,1.012740217,4.137158366,0.64180913,5.25353093,0.000691814,3000,-2.007904689,0.254981177,0.060856633,-32.99401559,4.189866662,0.588081041,0.417166896,0.637713184,0.262686151,1.012740217,0.493256343,3.139575105,0.259381573,1,elliptical,0.000488801,3.05E-06,2.18E-15,0.962193163,2.654658853,1.80556242,4.92E-05,0.758922777,0.240127784,0.262748469,1.012740216,5.906420008,6.459277684
